Date,SARIMA,Prophet,ARIMA,LSTM,SARIMA_vs_Prophet,SARIMA_vs_ARIMA,SARIMA_vs_LSTM
2018-12-31,3123.912097273725,2326.146379096849,2930.215128384951,1822.5304,797.7657181768759,193.69696888877388,1301.3817017659126
2019-01-01,2934.5294098904324,2562.817068318899,2930.215128384951,1784.872,371.7123415715332,4.314281505481176,1149.6574616482449
2019-01-02,2833.5539646206325,2009.6864574709793,2930.215128384951,1757.6758,823.8675071496532,-96.66116376431864,1075.8781833706325
2019-01-03,2799.4214001173514,1326.155548050025,2930.215128384951,1737.4825,1473.2658520673265,-130.79372826759982,1061.9388561720389
2019-01-04,2878.7146358683112,1846.7786541335495,2930.215128384951,1721.4283,1031.9359817347618,-51.50049251663995,1157.2862911417487
2019-01-05,2946.1366938861784,2198.210878172835,2930.215128384951,1708.7883,747.9258157133436,15.921565501227178,1237.3483638080534
2019-01-06,2828.1521971066227,1874.740315936685,2930.215128384951,1698.5856,953.4118811699377,-102.0629312783285,1129.5666258175602
